City,State,Merge_Key_x,State_FIPS,Place_FIPS,NAME,Total_Population_2021,Median_Household_Income_2021,Median_Housing_Value_2021,Owner_Occupied_Units_2021,Bachelors_Degree_Count_2021,Masters_Degree_Count_2021,Unemployed_Count_2021,Unemployment_Rate_2021,Bachelors_Or_Higher_Rate_2021,Total_Population_2022,Median_Household_Income_2022,Median_Housing_Value_2022,Owner_Occupied_Units_2022,Bachelors_Degree_Count_2022,Masters_Degree_Count_2022,Unemployed_Count_2022,Unemployment_Rate_2022,Bachelors_Or_Higher_Rate_2022,Total_Population_2023,Median_Household_Income_2023,Median_Housing_Value_2023,Owner_Occupied_Units_2023,Bachelors_Degree_Count_2023,Masters_Degree_Count_2023,Unemployed_Count_2023,Unemployment_Rate_2023,Bachelors_Or_Higher_Rate_2023,Unnamed: 0,Merge_Key_y,n_restaurants,n_cuisine,n_cuisine_mexican,n_cuisine_pizza,n_cuisine_american,n_cuisine_japanese,n_cuisine_thai,n_cuisine_sushi,n_cuisine_italian,n_cuisine_chinese,n_cuisine_korean,n_cuisine_burger,n_cuisine_mediterranean,n_cuisine_breakfast,n_cuisine_seafood,n_cuisine_asian,n_cuisine_indian,n_cuisine_barbecue,n_cuisine_sandwich,n_cuisine_steak_house,n_cuisine_vietnamese,n_cuisine_noodle,n_cuisine_chicken,n_cuisine_ramen,n_cuisine_french,n_cuisine_pasta,n_cuisine_filipino,n_cuisine_coffee_shop,n_cuisine_salad,n_cuisine_pancake,n_cuisine_peruvian,n_cuisine_hawaiian,n_cuisine_greek,n_cuisine_regional,n_cuisine_poke,n_cuisine_lebanese,n_cuisine_kebab,n_cuisine_fish,n_cuisine_spanish,n_cuisine_diner,n_cuisine_tacos,n_cuisine_dessert,n_cuisine_deli,n_cuisine_ice_cream,n_cuisine_brazilian,n_cuisine_middle_eastern,n_cuisine_tex-mex,n_cuisine_lunch,n_cuisine_grill,n_cuisine_brunch,n_cuisine_southern,n_cuisine_italian_pizza,n_cuisine_latin_american,n_cuisine_wings,n_cuisine_german,n_cuisine_steak,n_cuisine_bagel,n_cuisine_tapas,n_cuisine_fish_and_chips,n_cuisine_international,n_cuisine_jamaican,n_cuisine_turkish,n_cuisine_cajun,n_cuisine_soup,n_cuisine_buffet,n_cuisine_donut,n_cuisine_mongolian_grill,n_cuisine_caribbean,n_cuisine_hot_dog,n_cuisine_bar_and_grill,n_venues,n_venue_type,n_venue_bar,n_venue_fitness_centre,n_venue_theatre,n_venue_sports_centre,n_venue_cinema,n_venue_public_bookcase,n_venue_pub,n_venue_nightclub,n_venue_arts_centre,n_venue_stadium,n_venue_public_building,n_venue_casino,n_cafe,n_cafe_cuisine,n_cafe_brand,n_cafe_brand_Starbucks,n_cafe_brand_Dunkin',n_cafe_amenity_cafe,n_cafe_amenity_fast_food,n_cafe_cuisine_coffee_shop,n_cafe_cuisine_bubble_tea,n_cafe_cuisine_donut,n_cafe_cuisine_sandwich,n_cafe_cuisine_breakfast,n_cafe_cuisine_american,n_cafe_cuisine_coffee,n_cafe_cuisine_pastry,n_cafe_cuisine_tea,n_cafe_cuisine_dessert,n_cafe_cuisine_bagel,n_cafe_cuisine_ice_cream,n_cafe_brand_Tim_Hortons,n_cafe_brand_Dutch_Bros._Coffee,amenity_arts_centre,amenity_attraction,amenity_bar,amenity_bench,amenity_botanical_gardens,amenity_cafe,amenity_casino,amenity_cinema,amenity_clinic,amenity_college,amenity_community garden,amenity_community_centre,amenity_concert_hall,amenity_conference_centre,amenity_courthouse,amenity_coworking_space,amenity_drinking_water,amenity_events_venue,amenity_exhibition_centre,amenity_fast_food,amenity_fire_station,amenity_fountain,amenity_grave_yard,amenity_historic_site,amenity_library,amenity_museum,amenity_music_venue,amenity_nightclub,amenity_parking,amenity_place_of_worship,amenity_planetarium,amenity_pub,amenity_public_building,amenity_public_facility,amenity_restaurant,amenity_school,amenity_shelter,amenity_shelter;ping pong tables,amenity_social_centre,amenity_social_facility,amenity_studio,amenity_theatre,amenity_toilets,amenity_university,historic_site,leisure_amusement_arcade,leisure_bleachers,leisure_garden,leisure_ice_rink,leisure_park,leisure_pitch,leisure_sports_centre,leisure_stadium,other,fortune,sbs
Ames,IA,"ames,IA",19.0,1855.0,Ames city,65522.0,54339.0,222900.0,10448.0,9564.0,5126.0,2527.0,0.0385671988034553,0.2241995055095998,66265.0,57428.0,247500.0,10553.0,9427.0,5123.0,2771.0,0.0418169471063155,0.219572926884479,66112.0,60102.0,263800.0,10915.0,9833.0,5251.0,2445.0,0.0369826960309777,0.2281582768635043,564,"Ames, IA",103,29.0,7.0,9.0,10.0,2.0,2.0,2.0,4.0,6.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80,10.0,25.0,5.0,6.0,18.0,2.0,8.0,12.0,1.0,2.0,1.0,0.0,0.0,57,8,4,6.0,1.0,56.0,1.0,15.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,58,0,0,1,12,0,1
Anaheim,CA,"anaheim,CA",6.0,2000.0,Anaheim city,348204.0,81806.0,623300.0,48152.0,42981.0,13950.0,10392.0,0.0298445738704897,0.1634989833545852,347111.0,88538.0,713600.0,48806.0,44622.0,14393.0,10036.0,0.0289129413933871,0.1700176600568694,344553.0,90583.0,771700.0,48617.0,45258.0,15210.0,10214.0,0.0296442056809837,0.1754969482198674,53,"Anaheim, CA",151,46.0,17.0,13.0,24.0,5.0,3.0,2.0,4.0,4.0,0.0,3.0,6.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91,9.0,24.0,11.0,27.0,8.0,5.0,0.0,12.0,1.0,1.0,2.0,0.0,0.0,46,8,4,20.0,0.0,45.0,1.0,31.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,1,0,0,0,0,231,0,0,7,21,0,35
Anderson,IN,"anderson,IN",18.0,1468.0,Anderson city,54459.0,40632.0,84600.0,12991.0,3803.0,1827.0,1872.0,0.0343744835564369,0.1033805247984722,55011.0,44974.0,101700.0,13076.0,3750.0,1964.0,1801.0,0.0327389067641017,0.1038701350638963,54930.0,47221.0,104300.0,13224.0,3753.0,1968.0,1917.0,0.0348989623156744,0.1041507373020207,721,"Anderson, IN",61,21.0,5.0,9.0,13.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,27,9.0,3.0,3.0,3.0,6.0,3.0,0.0,2.0,0.0,1.0,5.0,1.0,0.0,10,3,2,3.0,0.0,10.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,29,0,0,1,3,0,5
Ankeny,IA,"ankeny,IA",19.0,2305.0,Ankeny city,66346.0,92959.0,248400.0,18368.0,15175.0,4685.0,951.0,0.0143339462816145,0.2993398245561149,68392.0,101151.0,281700.0,18904.0,15735.0,5524.0,1005.0,0.0146947011346356,0.3108404491753421,70542.0,106603.0,311300.0,19528.0,16031.0,5842.0,879.0,0.0124606617334354,0.3100705962405375,549,"Ankeny, IA",57,23.0,10.0,8.0,7.0,2.0,2.0,0.0,4.0,2.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50,9.0,5.0,9.0,2.0,10.0,1.0,1.0,9.0,0.0,1.0,12.0,0.0,0.0,12,2,5,3.0,1.0,11.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,80,0,0,12,5,1,7
Ann Arbor,MI,"ann arbor,MI",26.0,3000.0,Ann Arbor city,122731.0,73276.0,366600.0,22612.0,20764.0,18231.0,2488.0,0.0202719769251452,0.3177273875386007,122216.0,78546.0,416500.0,22529.0,20625.0,17621.0,2415.0,0.0197600968776592,0.3129377495581593,121179.0,81089.0,435100.0,22776.0,20488.0,17784.0,2330.0,0.019227753983776,0.315830300629647,222,"Ann Arbor, MI",216,45.0,16.0,13.0,15.0,10.0,4.0,5.0,7.0,13.0,10.0,1.0,7.0,3.0,1.0,7.0,11.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,111,10.0,17.0,27.0,11.0,17.0,1.0,16.0,10.0,3.0,2.0,7.0,0.0,0.0,75,17,8,4.0,1.0,73.0,1.0,28.0,9.0,2.0,7.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,188,0,0,9,17,0,20
Antioch,CA,"antioch,CA",6.0,2252.0,Antioch city,114750.0,82244.0,467500.0,22112.0,12498.0,3596.0,5136.0,0.0447581699346405,0.1402527233115468,115016.0,90709.0,570900.0,22401.0,13158.0,3566.0,4675.0,0.040646518745218,0.1454058565764763,115759.0,94256.0,607400.0,23512.0,13847.0,4098.0,4311.0,0.0372411648338358,0.155020343990532,245,"Antioch, CA",27,10.0,3.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,6.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,1,1,3.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,116,0,0,19,2,0,16
Apex,NC,"apex,NC",37.0,1520.0,Apex town,58066.0,121313.0,371200.0,15091.0,14325.0,8265.0,1395.0,0.0240243860434677,0.3890400578651879,65541.0,129688.0,458200.0,17282.0,16052.0,9502.0,1459.0,0.0222608748722173,0.3898933492012633,67765.0,138442.0,514800.0,17987.0,17168.0,9910.0,1413.0,0.0208514719988194,0.3995868073489264,665,"Apex, NC",35,20.0,5.0,4.0,3.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23,6.0,0.0,6.0,1.0,10.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,8,2,2,3.0,1.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,132,0,0,4,0,0,31
Apopka,FL,"apopka,FL",12.0,1700.0,Apopka city,54110.0,75736.0,267800.0,13226.0,7930.0,2705.0,1270.0,0.0234707078174089,0.1965440768804287,55056.0,87394.0,330900.0,14142.0,8992.0,3240.0,1024.0,0.018599244405696,0.2221737866899157,56202.0,95703.0,364300.0,15179.0,9445.0,3561.0,1140.0,0.0202839756592292,0.2314152521262588,718,"Apopka, FL",18,7.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3,2,1.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0,1,0,26
Apple Valley,CA,"apple valley,CA",6.0,2364.0,Apple Valley town,75311.0,61758.0,292500.0,16204.0,5253.0,2511.0,3017.0,0.0400605489237959,0.1030925097263348,75603.0,62898.0,345400.0,16731.0,5317.0,2982.0,2741.0,0.0362551750591907,0.109770776291946,75478.0,65926.0,377300.0,17156.0,5298.0,3069.0,2617.0,0.0346723548583693,0.1108534937332732,474,"Apple Valley, CA",65,19.0,13.0,8.0,8.0,1.0,1.0,1.0,1.0,3.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17,7.0,2.0,4.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,15,2,4,5.0,0.0,15.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,1,1,0,8
Apple Valley,MN,"apple valley,MN",27.0,1900.0,Apple Valley city,55237.0,91936.0,291400.0,16013.0,11662.0,3809.0,1334.0,0.0241504788457012,0.2800840016655502,55594.0,97588.0,333300.0,16101.0,11533.0,4161.0,1283.0,0.0230780300032377,0.2822966507177033,55696.0,99277.0,354200.0,15662.0,11396.0,4360.0,1158.0,0.0207914392415972,0.2828928468830796,697,"Apple Valley, MN",65,19.0,13.0,8.0,8.0,1.0,1.0,1.0,1.0,3.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17,7.0,2.0,4.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,15,2,4,5.0,0.0,15.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,239,0,0,1,0,0,2
Appleton,WI,"appleton,WI",55.0,2375.0,Appleton city,74752.0,68364.0,165900.0,20019.0,11523.0,4135.0,1643.0,0.0219793450342465,0.2094659674657534,75133.0,75469.0,192200.0,20307.0,12299.0,4369.0,1636.0,0.0217747194974245,0.2218465920434429,74873.0,77450.0,211500.0,20572.0,12972.0,4105.0,1631.0,0.0217835534838994,0.228079548034672,476,"Appleton, WI",85,24.0,8.0,12.0,5.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91,10.0,25.0,6.0,22.0,12.0,0.0,2.0,12.0,1.0,5.0,5.0,1.0,0.0,16,3,2,4.0,0.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,0,164,0,0,10,12,0,6
Arcadia,CA,"arcadia,CA",6.0,2462.0,Arcadia city,56697.0,99588.0,1152200.0,11439.0,14106.0,5405.0,1498.0,0.0264211510309187,0.3441275552498368,56181.0,108214.0,1306700.0,11345.0,13692.0,5475.0,1452.0,0.0258450365782025,0.3411651625994553,55550.0,116142.0,1336500.0,11291.0,14006.0,6128.0,1458.0,0.0262466246624662,0.3624482448244824,695,"Arcadia, CA",68,27.0,4.0,4.0,7.0,7.0,0.0,1.0,2.0,18.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,6.0,0.0,4.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,24,6,8,3.0,0.0,24.0,0.0,8.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,0,117,0,0,5,17,0,6
Arlington,MA,"arlington,MA",25.0,1640.0,Arlington CDP,46045.0,125701.0,733700.0,11513.0,10619.0,9677.0,1106.0,0.0240199804539037,0.4407861874253447,45906.0,136312.0,839200.0,11812.0,10535.0,9260.0,974.0,0.0212172700736287,0.4312072495970026,46015.0,141440.0,885000.0,12034.0,10526.0,9364.0,884.0,0.0192111268064761,0.4322503531457133,865,"Arlington, MA",248,64.0,12.0,33.0,37.0,4.0,6.0,5.0,10.0,10.0,2.0,6.0,1.0,4.0,5.0,7.0,6.0,4.0,7.0,7.0,8.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,126,11.0,16.0,36.0,18.0,20.0,7.0,11.0,3.0,1.0,3.0,10.0,0.0,1.0,64,15,6,15.0,6.0,58.0,6.0,42.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,28,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,11,0,0,0,0,664,0,0,11,82,0,4
Arlington,TX,"arlington,TX",48.0,4000.0,Arlington city,392304.0,65481.0,210800.0,74965.0,52268.0,20274.0,11882.0,0.0302877360414372,0.1849127207471756,393469.0,71736.0,251300.0,75484.0,53500.0,20913.0,11868.0,0.0301624778572136,0.1891203627223491,394769.0,73519.0,276400.0,76941.0,54628.0,22108.0,12348.0,0.0312790517999133,0.1943820310105403,48,"Arlington, TX",248,64.0,12.0,33.0,37.0,4.0,6.0,5.0,10.0,10.0,2.0,6.0,1.0,4.0,5.0,7.0,6.0,4.0,7.0,7.0,8.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,126,11.0,16.0,36.0,18.0,20.0,7.0,11.0,3.0,1.0,3.0,10.0,0.0,1.0,64,15,6,15.0,6.0,58.0,6.0,42.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,148,0,0,9,8,0,65
Arvada,CO,"arvada,CO",8.0,3455.0,Arvada city,122903.0,96677.0,456200.0,37024.0,25592.0,11745.0,2735.0,0.022253321725263,0.3037924216658665,123066.0,106014.0,553000.0,37271.0,27345.0,12290.0,2731.0,0.0221913444818227,0.3220629580875302,122835.0,113396.0,600800.0,37253.0,28416.0,13160.0,2805.0,0.0228355110514104,0.338470305694631,220,"Arvada, CO",68,23.0,7.0,7.0,7.0,1.0,2.0,2.0,4.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55,9.0,5.0,8.0,3.0,23.0,3.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,19,3,3,9.0,0.0,19.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,325,0,0,8,59,0,20
Asheville,NC,"asheville,NC",37.0,2140.0,Asheville city,93272.0,58193.0,319400.0,19690.0,21401.0,9995.0,2011.0,0.021560596963719,0.3366069131143323,93695.0,63810.0,376800.0,19111.0,21081.0,11224.0,2049.0,0.0218688297134318,0.3447889428464699,94369.0,67221.0,411000.0,19138.0,21830.0,10866.0,2015.0,0.0213523508779366,0.3464697093325138,344,"Asheville, NC",262,53.0,25.0,25.0,25.0,6.0,2.0,2.0,9.0,8.0,0.0,7.0,4.0,7.0,4.0,3.0,4.0,7.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,103,9.0,39.0,22.0,7.0,11.0,6.0,1.0,14.0,1.0,0.0,2.0,0.0,0.0,47,8,2,7.0,5.0,42.0,5.0,25.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,71,0,0,4,43,0,8
