City,State,Merge_Key_x,State_FIPS,Place_FIPS,NAME,Total_Population_2021,Median_Household_Income_2021,Median_Housing_Value_2021,Owner_Occupied_Units_2021,Bachelors_Degree_Count_2021,Masters_Degree_Count_2021,Unemployed_Count_2021,Unemployment_Rate_2021,Bachelors_Or_Higher_Rate_2021,Total_Population_2022,Median_Household_Income_2022,Median_Housing_Value_2022,Owner_Occupied_Units_2022,Bachelors_Degree_Count_2022,Masters_Degree_Count_2022,Unemployed_Count_2022,Unemployment_Rate_2022,Bachelors_Or_Higher_Rate_2022,Total_Population_2023,Median_Household_Income_2023,Median_Housing_Value_2023,Owner_Occupied_Units_2023,Bachelors_Degree_Count_2023,Masters_Degree_Count_2023,Unemployed_Count_2023,Unemployment_Rate_2023,Bachelors_Or_Higher_Rate_2023,Unnamed: 0,Merge_Key_y,n_restaurants,n_cuisine,n_cuisine_mexican,n_cuisine_pizza,n_cuisine_american,n_cuisine_japanese,n_cuisine_thai,n_cuisine_sushi,n_cuisine_italian,n_cuisine_chinese,n_cuisine_korean,n_cuisine_burger,n_cuisine_mediterranean,n_cuisine_breakfast,n_cuisine_seafood,n_cuisine_asian,n_cuisine_indian,n_cuisine_barbecue,n_cuisine_sandwich,n_cuisine_steak_house,n_cuisine_vietnamese,n_cuisine_noodle,n_cuisine_chicken,n_cuisine_ramen,n_cuisine_french,n_cuisine_pasta,n_cuisine_filipino,n_cuisine_coffee_shop,n_cuisine_salad,n_cuisine_pancake,n_cuisine_peruvian,n_cuisine_hawaiian,n_cuisine_greek,n_cuisine_regional,n_cuisine_poke,n_cuisine_lebanese,n_cuisine_kebab,n_cuisine_fish,n_cuisine_spanish,n_cuisine_diner,n_cuisine_tacos,n_cuisine_dessert,n_cuisine_deli,n_cuisine_ice_cream,n_cuisine_brazilian,n_cuisine_middle_eastern,n_cuisine_tex-mex,n_cuisine_lunch,n_cuisine_grill,n_cuisine_brunch,n_cuisine_southern,n_cuisine_italian_pizza,n_cuisine_latin_american,n_cuisine_wings,n_cuisine_german,n_cuisine_steak,n_cuisine_bagel,n_cuisine_tapas,n_cuisine_fish_and_chips,n_cuisine_international,n_cuisine_jamaican,n_cuisine_turkish,n_cuisine_cajun,n_cuisine_soup,n_cuisine_buffet,n_cuisine_donut,n_cuisine_mongolian_grill,n_cuisine_caribbean,n_cuisine_hot_dog,n_cuisine_bar_and_grill,n_venues,n_venue_type,n_venue_bar,n_venue_fitness_centre,n_venue_theatre,n_venue_sports_centre,n_venue_cinema,n_venue_public_bookcase,n_venue_pub,n_venue_nightclub,n_venue_arts_centre,n_venue_stadium,n_venue_public_building,n_venue_casino,n_cafe,n_cafe_cuisine,n_cafe_brand,n_cafe_brand_Starbucks,n_cafe_brand_Dunkin',n_cafe_amenity_cafe,n_cafe_amenity_fast_food,n_cafe_cuisine_coffee_shop,n_cafe_cuisine_bubble_tea,n_cafe_cuisine_donut,n_cafe_cuisine_sandwich,n_cafe_cuisine_breakfast,n_cafe_cuisine_american,n_cafe_cuisine_coffee,n_cafe_cuisine_pastry,n_cafe_cuisine_tea,n_cafe_cuisine_dessert,n_cafe_cuisine_bagel,n_cafe_cuisine_ice_cream,n_cafe_brand_Tim_Hortons,n_cafe_brand_Dutch_Bros._Coffee,amenity_arts_centre,amenity_attraction,amenity_bar,amenity_bench,amenity_botanical_gardens,amenity_cafe,amenity_casino,amenity_cinema,amenity_clinic,amenity_college,amenity_community garden,amenity_community_centre,amenity_concert_hall,amenity_conference_centre,amenity_courthouse,amenity_coworking_space,amenity_drinking_water,amenity_events_venue,amenity_exhibition_centre,amenity_fast_food,amenity_fire_station,amenity_fountain,amenity_grave_yard,amenity_historic_site,amenity_library,amenity_museum,amenity_music_venue,amenity_nightclub,amenity_parking,amenity_place_of_worship,amenity_planetarium,amenity_pub,amenity_public_building,amenity_public_facility,amenity_restaurant,amenity_school,amenity_shelter,amenity_shelter;ping pong tables,amenity_social_centre,amenity_social_facility,amenity_studio,amenity_theatre,amenity_toilets,amenity_university,historic_site,leisure_amusement_arcade,leisure_bleachers,leisure_garden,leisure_ice_rink,leisure_park,leisure_pitch,leisure_sports_centre,leisure_stadium,other,fortune,sbs
Farmington Hills,MI,"farmington hills,MI",26.0,27440.0,Farmington Hills city,83749.0,93434.0,280100.0,22731.0,18478.0,12855.0,2168.0,0.025886876261209,0.3741298403563027,83562.0,101728.0,319000.0,22741.0,18351.0,12949.0,2271.0,0.027177425145401,0.3745721739546684,83316.0,101863.0,333200.0,22740.0,18683.0,13081.0,2342.0,0.0281098468481444,0.3812472994382831,412,"Farmington Hills, MI",51,22.0,2.0,6.0,1.0,4.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,9.0,3.0,6.0,2.0,6.0,1.0,0.0,1.0,0.0,1.0,29.0,1.0,0.0,9,2,4,2.0,2.0,7.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,159,0,0,77,9,0,7
Fayetteville,AR,"fayetteville,AR",5.0,23290.0,Fayetteville city,92070.0,52111.0,255600.0,15439.0,14568.0,8025.0,2803.0,0.0304442272184207,0.2453893776474421,95022.0,56881.0,291300.0,15984.0,14923.0,8523.0,2752.0,0.0289617141293595,0.2467428595483151,97227.0,59074.0,322500.0,16920.0,15412.0,8212.0,2607.0,0.0268135394489185,0.2429777736636942,348,"Fayetteville, AR",291,52.0,29.0,30.0,33.0,11.0,9.0,7.0,15.0,10.0,2.0,11.0,5.0,7.0,10.0,5.0,1.0,14.0,13.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,125,10.0,24.0,22.0,9.0,18.0,10.0,0.0,21.0,5.0,3.0,12.0,0.0,0.0,55,11,2,8.0,5.0,50.0,5.0,34.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,52,0,0,5,4,0,12
Fayetteville,NC,"fayetteville,NC",37.0,22920.0,Fayetteville city,208497.0,48923.0,138800.0,35600.0,23139.0,8733.0,7214.0,0.0346000182256819,0.1528655088562425,208697.0,53424.0,158500.0,36739.0,24006.0,9032.0,6920.0,0.0331581191871469,0.158306060940023,209692.0,56395.0,171900.0,37857.0,24120.0,9685.0,6762.0,0.0322472960341834,0.1612126356751807,102,"Fayetteville, NC",291,52.0,29.0,30.0,33.0,11.0,9.0,7.0,15.0,10.0,2.0,11.0,5.0,7.0,10.0,5.0,1.0,14.0,13.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,125,10.0,24.0,22.0,9.0,18.0,10.0,0.0,21.0,5.0,3.0,12.0,0.0,0.0,55,11,2,8.0,5.0,50.0,5.0,34.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,66,0,0,6,10,0,134
Federal Way,WA,"federal way,WA",53.0,23515.0,Federal Way city,99792.0,72969.0,384200.0,19741.0,13988.0,4486.0,2801.0,0.0280683822350489,0.1851250601250601,99614.0,80360.0,454300.0,20138.0,14355.0,4933.0,2888.0,0.0289919087678438,0.1936274017708354,99232.0,82144.0,499600.0,20262.0,14309.0,5240.0,3033.0,0.0305647371815543,0.1970029829087391,311,"Federal Way, WA",115,29.0,10.0,6.0,5.0,10.0,6.0,3.0,4.0,5.0,13.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,2.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49,11.0,7.0,14.0,5.0,9.0,1.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,38,5,4,9.0,0.0,38.0,0.0,19.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,255,0,0,3,7,0,10
Fishers,IN,"fishers,IN",18.0,23278.0,Fishers city,97154.0,117503.0,297400.0,26881.0,26115.0,11615.0,1701.0,0.0175082858142742,0.3883525125059184,99041.0,126548.0,339000.0,27568.0,26277.0,11455.0,1359.0,0.0137215900485657,0.3809735362122757,100918.0,128141.0,370200.0,27918.0,27645.0,11012.0,1590.0,0.0157553657424839,0.3830535682435244,323,"Fishers, IN",52,25.0,6.0,8.0,8.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,6.0,1.0,13.0,3.0,11.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,12,3,2,3.0,3.0,8.0,3.0,9.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,83,0,0,2,6,0,35
Flagstaff,AZ,"flagstaff,AZ",4.0,23620.0,Flagstaff city,76228.0,61026.0,388500.0,11938.0,12054.0,5248.0,3266.0,0.0428451487642336,0.2269769638453062,76177.0,65652.0,466600.0,11668.0,12465.0,5400.0,2779.0,0.0364808275463722,0.2345196056552502,76333.0,68041.0,503400.0,11664.0,12221.0,5392.0,2741.0,0.0359084537487063,0.230738998860257,463,"Flagstaff, AZ",90,30.0,6.0,9.0,8.0,3.0,5.0,1.0,4.0,4.0,0.0,7.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30,8.0,9.0,10.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,30,2,2,6.0,1.0,29.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,36,0,0,2,26,0,9
Flint,MI,"flint,MI",26.0,29000.0,Flint city,83312.0,32358.0,35000.0,18604.0,4094.0,1952.0,6483.0,0.0778159208757442,0.0725705780679854,81863.0,35451.0,43300.0,18389.0,4218.0,1891.0,6191.0,0.0756263513430976,0.0746246778153744,80835.0,36194.0,47600.0,18502.0,4415.0,2089.0,6047.0,0.0748067050163914,0.0804601966969753,429,"Flint, MI",29,12.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,7.0,16.0,0.0,8.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,114,0,0,2,4,0,26
Florissant,MO,"florissant,MO",29.0,24778.0,Florissant city,52382.0,58516.0,107700.0,13527.0,5141.0,2255.0,2187.0,0.0417509831621549,0.1411935397655683,52167.0,64178.0,125200.0,13540.0,5533.0,2244.0,1824.0,0.0349646328138478,0.1490789196235167,51915.0,66344.0,136200.0,14084.0,5306.0,2251.0,1499.0,0.0288741211595877,0.1455648656457671,764,"Florissant, MO",25,14.0,2.0,0.0,8.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,76,0,0,0,1,0,26
Flower Mound,TX,"flower mound,TX",48.0,26232.0,Flower Mound town,75050.0,145153.0,398500.0,22117.0,20782.0,8393.0,1570.0,0.0209193870752831,0.3887408394403731,76630.0,154471.0,467600.0,22404.0,22145.0,8544.0,1635.0,0.0213362912697377,0.4004828396189482,77886.0,157737.0,514100.0,22899.0,22530.0,8704.0,1402.0,0.0180006676424517,0.4010220065223532,471,"Flower Mound, TX",69,27.0,10.0,10.0,6.0,1.0,3.0,4.0,5.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34,8.0,2.0,19.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,15,5,4,5.0,0.0,13.0,2.0,9.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,170,0,0,3,7,0,21
Folsom,CA,"folsom,CA",6.0,24638.0,Folsom city,79201.0,128421.0,598100.0,18890.0,16390.0,9284.0,1696.0,0.0214138710369818,0.3241625737048774,81077.0,134935.0,673000.0,19579.0,17664.0,9631.0,2002.0,0.0246925761930017,0.3366552783156752,82140.0,139263.0,702200.0,20183.0,18084.0,10069.0,2126.0,0.0258826393961529,0.3427440954467981,434,"Folsom, CA",75,21.0,7.0,8.0,5.0,1.0,3.0,7.0,2.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35,8.0,2.0,12.0,3.0,6.0,3.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,19,3,4,7.0,1.0,17.0,1.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,160,0,0,4,7,0,19
Fontana,CA,"fontana,CA",6.0,24680.0,Fontana city,208087.0,83468.0,423100.0,36632.0,18222.0,5149.0,6462.0,0.0310543186263437,0.1123135996001672,209279.0,93230.0,506600.0,37214.0,18850.0,5488.0,6601.0,0.0315416262501254,0.1162945159332756,211921.0,98187.0,558500.0,38364.0,19355.0,6093.0,7253.0,0.0342250178132417,0.1200824835669895,103,"Fontana, CA",87,21.0,17.0,9.0,5.0,1.0,4.0,1.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,5.0,0.0,7.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19,2,4,13.0,1.0,18.0,1.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,180,0,0,0,7,0,8
Fort Collins,CO,"fort collins,CO",8.0,27425.0,Fort Collins city,166788.0,72932.0,431300.0,35622.0,33060.0,17623.0,5312.0,0.0318488140633618,0.3038767777058301,168758.0,78977.0,497400.0,36139.0,34423.0,18455.0,5375.0,0.0318503419097168,0.3133362566515365,169705.0,83598.0,548400.0,36885.0,35815.0,19707.0,5273.0,0.0310715653634247,0.3271677322412422,147,"Fort Collins, CO",198,46.0,30.0,17.0,22.0,6.0,8.0,7.0,8.0,6.0,2.0,6.0,4.0,9.0,2.0,10.0,6.0,5.0,11.0,6.0,3.0,0.0,4.0,3.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,162,10.0,19.0,50.0,6.0,22.0,5.0,25.0,32.0,0.0,1.0,1.0,0.0,0.0,66,15,8,14.0,1.0,64.0,1.0,32.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,79,0,0,1,16,0,33
Fort Lauderdale,FL,"fort lauderdale,FL",12.0,24000.0,Fort Lauderdale city,182247.0,66994.0,364100.0,42767.0,32617.0,13716.0,6497.0,0.0356494208409466,0.2542318940778175,182673.0,75376.0,417600.0,43363.0,33639.0,14049.0,5454.0,0.0298566290584815,0.2610566421967121,183032.0,79935.0,455600.0,43380.0,32961.0,13696.0,5400.0,0.02950303772018,0.2549117094278596,132,"Fort Lauderdale, FL",120,30.0,6.0,10.0,15.0,1.0,4.0,3.0,8.0,2.0,1.0,3.0,1.0,5.0,8.0,4.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,9.0,18.0,5.0,4.0,7.0,5.0,0.0,11.0,5.0,2.0,2.0,0.0,0.0,36,3,3,10.0,7.0,29.0,7.0,21.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,178,0,0,2,24,1,83
Fort Myers,FL,"fort myers,FL",12.0,24125.0,Fort Myers city,84694.0,51682.0,263800.0,15951.0,11229.0,4559.0,1872.0,0.0221031005738304,0.1864122606087798,88699.0,57403.0,318900.0,17232.0,11827.0,5267.0,1634.0,0.0184218536849344,0.1927191963832737,91730.0,62160.0,351600.0,17992.0,12747.0,5394.0,1751.0,0.0190886296740433,0.1977651804208001,397,"Fort Myers, FL",34,30.0,2.0,2.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35,10.0,11.0,1.0,5.0,7.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,19,4,2,3.0,4.0,15.0,4.0,11.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,96,0,0,1,6,0,47
Fort Pierce,FL,"fort pierce,FL",12.0,24300.0,Fort Pierce city,46409.0,40323.0,155300.0,8229.0,3395.0,1476.0,1677.0,0.0361352323902691,0.1049580900256415,47153.0,45121.0,191200.0,8504.0,3729.0,1820.0,2092.0,0.0443662121179988,0.1176807414162407,48094.0,46745.0,220500.0,9052.0,3681.0,1786.0,2019.0,0.0419802886014887,0.1136732232710941,847,"Fort Pierce, FL",24,9.0,2.0,2.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,5.0,2.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,2,2,1.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,6,0,18
Fort Smith,AR,"fort smith,AR",5.0,24550.0,Fort Smith city,89116.0,48033.0,137800.0,18700.0,8959.0,3331.0,2515.0,0.0282216437003456,0.137910139593339,89315.0,50799.0,155600.0,18690.0,9211.0,3493.0,2631.0,0.0294575379275597,0.1422381458881486,89496.0,52692.0,168100.0,19352.0,9074.0,3772.0,2920.0,0.0326271565209618,0.1435371413247519,379,"Fort Smith, AR",93,25.0,7.0,9.0,10.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,7.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,35,8.0,8.0,13.0,2.0,6.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,17,3,3,3.0,1.0,16.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,53,0,0,1,8,0,7
